ingredients,description,grade,efficacy
C14-17알케인,용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C14-18글라이콜,"유화안정제, 피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C14-18알킬에틸헥사노에이트,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C14-18애씨드글라이콜에스터,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C14-18퍼플루오로알킬에틸티오하이드록시프로필트라이모늄클로라이드,세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C14-19알케인,용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C14-20아이소알킬아미도프로필에틸다이모늄에토설페이트,"정전기방지제, 헤어컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C14-20알케인,"피부컨디셔닝제, 유연제(연화제), 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C14-22알케인,"피부컨디셔닝제, 유연제(연화제), 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C14-22알코올,수성과 오일 성분을 혼합하고 안정적으로 유지하는 데 사용되는 합성 유화제이다. 종종 C12-20알킬글루코사이드와 혼합하여 사용된다.,좋음,효과 없음
C14-28아이소알킬애씨드,헤어컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C14-28알킬애씨드,헤어컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C14-30알킬비즈왁스,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C15-18글라이콜,"유화안정제, 피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C15-19알케인,실리콘 및 미네랄 오일의 대체제로 사용되는 탄화수소 용매. 가볍고 실크처럼 부드러운 마무리감과 유연성을 가지고 있다.,좋음,수분 공급
C15-23알케인,용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C1-5알킬갈락토만난,"결합제, 유화안정제, 피막형성제, 유화제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C16-17아이소알코올,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C16-17알킬벤조에이트,"항미생물제(방부제), 피부컨디셔닝제, 유연제(연화제), 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C16-18하이드록시알킬하이드록시다이머다이리놀레일에터,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C16-22애씨드아마이드엠이에이,세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C16-23알케인,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C16-36알킬스테아레이트,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C18-20글라이콜아이소스테아레이트,"피부컨디셔닝제, 유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C18-21알케인,용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C18-22아이소알킬아미도프로필에틸다이모늄에토설페이트,"정전기방지제, 헤어컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C18-22하이드록시알킬하이드록시프로필구아,"헤어컨디셔닝제, 피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C18-26올레핀,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C18-28알킬아세테이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C18-30글라이콜,"유화안정제, 피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C18-30애씨드글라이콜에스터,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C18-36애씨드,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C18-36애씨드글라이콜에스터,"피부컨디셔닝제, 유연제(연화제), 세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C18-36애씨드트라이글리세라이드,화장품에서 연화제 및 증점제로 쓰인다.,좋음,수분 공급
C18-38알킬C24-54애씨드에스터,점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C18-38알킬비즈왁스,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C18-38알킬하이드록시스테아로일스테아레이트,"유화안정제, 유연제(연화제), 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C1-8알킬테트라하이드록시사이클로헥사노에이트,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C20-22알코올,"결합제, 유화안정제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C20-22알킬포스페이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C20-24알킬다이메티콘,"피부컨디셔닝제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C20-24알킬메티콘,"피부컨디셔닝제, 유연제(연화제), 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C20-24올레핀,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C20-28알킬퍼플루오로데실에톡시다이메티콘,피막형성제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C20-30글라이콜,"유화안정제, 피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C20-30글라이콜아이소스테아레이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C20-40알케스-40,"다양한 분자량의 폴리에틸렌글리콜 혼합물이다. 안정제, 가용화제, 및 계면활성제로 작용한다.",좋음,효과 없음
C20-40알코올,"유화안정제, 광안정제, 피부컨디셔닝제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C20-40알킬베헤네이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C20-40알킬스테아레이트,"피부컨디셔닝제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C20-40애씨드,세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C20-40파레스-40,"다양한 분자량의 폴리에틸렌글리콜 혼합물이다. 안정제, 가용화제, 및 계면활성제로 작용한다.",좋음,효과 없음
C21-28알케인,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C23-43애씨드펜타에리스리톨테트라에스터,"결합제, 피막형성제, 피부컨디셔닝제, 유연제(연화제), 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C24-28알킬다이메티콘,"피부컨디셔닝제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C24-28알킬다이메틸실록시트라이메틸실록시실리케이트,"피막형성제, 피부보호. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C24-28알킬메티콘,"피부컨디셔닝제, 유연제(연화제), 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
C24-28올레핀,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
C26-54알킬테트라데실다이메티콘,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
